Rank,County-equivalent,State,Per capita income,Median household income,Median family income,Population,Number of households
1467,Madison,Tennessee,23283,41617,54519,98261,35713
1468,Tripp,South Dakota,23270,39324,48547,5571,2530
1469,Woodbury,Iowa,23269,45856,57202,102155,38654
1470,Gosper,Nebraska,23266,45893,58583,2005,767
1471,Washington County,Arkansas,23264,41248,54190,207911,79214
1472,Custer,Oklahoma,23261,44972,56889,28092,10562
1473,Hancock,West Virginia,23261,38522,49200,30517,12890
1474,Red Lake,Minnesota,23257,47569,59600,4087,1681
1475,Jackson,Georgia,23247,53179,61088,60577,21293
1476,Harrison,Indiana,23244,50510,59691,39213,14499
1477,Stafford,Kansas,23240,43292,56667,4391,1884
1478,Grant,Arkansas,23239,49004,58808,17922,6855
1479,Harrison,Texas,23236,45675,55113,66467,23415
1480,Jefferson,Texas,23236,42568,53650,252157,92634
1481,Baker,Oregon,23234,41500,51199,16055,7120
1482,Kiowa,Kansas,23232,44650,57647,2527,1065
1483,Catawba,North Carolina,23232,44332,54596,154432,58533
1484,Campbell,Virginia,23231,47162,56168,54967,21774
1485,Pawnee,Kansas,23230,44078,56750,6971,2545
1486,Marion,West Virginia,23229,42152,53822,56666,22593
1487,Valley,Nebraska,23227,40445,54364,4256,1893
1488,Sebastian,Arkansas,23222,40471,50511,126536,49294
1489,Bonner,Idaho,23221,41414,49568,40743,17388
1490,Scotts Bluff,Nebraska,23220,43444,53463,36883,14690
1491,Wythe,Virginia,23219,41275,49044,29274,11656
1492,Lonoke,Arkansas,23218,52582,60786,69266,25052
1493,Macon,North Carolina,23213,37892,45633,33859,15340
1494,Nicholas,West Virginia,23209,40064,48275,26168,10657
1495,Fulton,Pennsylvania,23201,48461,56346,14779,5965
1496,Mason,Illinois,23199,42260,56188,14508,6310
1497,Hanson,South Dakota,23197,55815,64375,3377,1037
1498,Bond,Illinois,23195,48163,61238,17665,6373
1499,Mason,Michigan,23183,41136,50719,28648,12470
1500,Cortland,New York,23179,47151,60134,49271,18069
1501,Refugio,Texas,23174,44548,48963,7327,2818
1502,Miami-Dade,Florida,23174,43100,49138,2549075,828031
1503,Callaway,Missouri,23171,47964,58357,44276,16548
1504,Garland,Arkansas,23170,39162,48388,96547,39881
1505,Pend Oreille,Washington,23167,40567,47847,12956,5484
1506,Alamance,North Carolina,23166,43043,53945,152472,60139
1507,Toole,Montana,23162,46972,53259,5224,1927
1508,Boyd,Nebraska,23157,41279,51250,2093,938
1509,Citrus,Florida,23148,39100,48013,140214,60319
1510,Mineral,Nevada,23146,35017,61226,4700,2147
1511,Taylor,Texas,23141,44891,56565,132588,49304
1512,Portsmouth City,Virginia,23138,46166,53632,95901,36690
1513,Craighead,Arkansas,23138,41393,52466,98398,37834
1514,Jewell,Kansas,23134,39884,51957,3061,1454
1515,Stanton,Nebraska,23131,51493,60886,6148,2336
1516,Wallowa,Oregon,23131,41994,54513,6924,2996
1517,Wood,Texas,23129,43649,52446,42089,15800
1518,Williamsburg City,Virginia,23127,48616,64329,14579,4391
1519,Oswego,New York,23126,48051,59391,121797,45325
1520,Day,South Dakota,23126,39761,48450,5669,2511
1521,Pendleton,Kentucky,23122,45480,57357,14714,5357
1522,Seneca,New York,23115,47618,60974,35359,13429
1523,Weber,Utah,23106,54974,62642,233871,79525
1524,Brookings,South Dakota,23105,46896,61219,32295,11979
1525,Trego,Kansas,23095,45714,56090,2981,1232
1526,Snyder,Pennsylvania,23088,46513,53072,39711,14397
1527,Jefferson,New York,23078,46484,55325,118073,45011
1528,Washington County,Texas,23070,44858,55675,33863,12244
1529,Shelby,Illinois,23069,47188,56074,22266,8991
1530,Faulk,South Dakota,23069,41453,54219,2370,930
1531,Rice,Kansas,23068,45336,57196,10055,3914
1532,Cumberland,North Carolina,23067,45231,51944,322033,121226
1533,Hamilton,Texas,23067,40655,48894,8410,3029
1534,Fountain,Indiana,23063,45884,54191,17108,6925
1535,Wayne,Ohio,23061,49135,60737,114750,42487
1536,Tipton,Tennessee,23054,52423,59729,61298,21574
1537,Benton,Indiana,23049,48711,57079,8823,3444
1538,St. Louis City,Missouri,23048,34582,43627,318955,140652
1539,Arkansas County,Arkansas,23045,39633,50137,18957,7883
1540,Cleburne,Arkansas,23044,40246,49059,25856,10286
1541,Gregory,South Dakota,23041,36719,43160,4247,1986
1542,Stephens,Oklahoma,23038,43885,57834,44929,17690
1543,Camden,Missouri,23038,43458,49942,43822,17647
1544,Taylor,Wisconsin,23032,44869,56250,20633,8761
1545,Monroe,Indiana,23032,40052,62959,139634,53914
1546,Pitt,North Carolina,23029,40718,56512,170485,66026
1547,Calhoun,South Carolina,23023,40704,49517,15109,6163
1548,Roscommon,Michigan,23023,33334,40691,24281,11617
1549,Musselshell,Montana,23022,43409,59112,4729,1966
1550,Schuylkill,Pennsylvania,23021,45012,56974,147700,59658
1551,Union,Iowa,23007,44838,55380,12547,5339
1552,Iberia,Louisiana,22997,44262,51402,73551,26496
1553,Lycoming,Pennsylvania,22987,45430,57160,116604,46046
1554,Franklin,Kansas,22979,49543,58750,25870,9909
1555,Calhoun,Michigan,22978,42110,52857,135534,53428
1556,Langlade,Wisconsin,22974,42389,50629,19838,8758
1557,Sumner,Kansas,22972,47894,61676,23884,9110
1558,Worth,Missouri,22967,39348,49034,2129,940
1559,Stoddard,Missouri,22967,37965,49565,29860,12224
,,West Virginia,22966,41043,52165,1853619,741390
1560,Daviess,Kentucky,22963,46555,57866,97230,37677
1561,Upton,Texas,22953,51750,57391,3323,1218
1562,Cumberland,Illinois,22952,43958,54423,11015,4184
1563,Riley,Kansas,22948,43962,63634,73243,25895
1564,Lewis,New York,22942,46840,55401,27108,10677
1565,Norton,Kansas,22942,46029,63182,5640,2248
1566,Indiana County,Pennsylvania,22933,43997,56225,88404,34310
1567,Jackson,Oklahoma,22925,42824,51599,26280,10455
1568,Sullivan,Pennsylvania,22923,40964,50855,6419,2402
1569,Ste. Genevieve,Missouri,22921,48433,55208,17996,7235
1570,Bowie,Texas,22911,42346,53995,92851,33808
1571,Cooper,Missouri,22910,45992,56565,17574,6568
1572,Lawrence,Pennsylvania,22906,43546,55348,90374,36823
50%,,,22900,,,,
1573,Wichita,Texas,22837,42971,52514,131500,49016
1574,Trinity,California,22905,36890,47349,13638,5668
1575,Buena Vista,Iowa,22899,46951,58937,20350,7615
1576,Montrose,Colorado,22897,45718,55848,41020,16586
1577,Bourbon,Kentucky,22893,40933,48310,19999,7865
1578,Mille Lacs,Minnesota,22891,47862,57885,25927,10312
1579,Phillips,Montana,22890,42632,54746,4205,1800
1580,Monroe,Georgia,22888,48630,57440,26613,9550
1581,Waushara,Wisconsin,22888,43070,52816,24483,9902
1582,Nash,North Carolina,22880,43084,52681,95571,37726
1583,Dolores,Colorado,22880,37750,51875,1709,780
1584,Lincoln,Nevada,22879,40143,48816,5296,1969
1585,Logan,Ohio,22878,47542,53810,45678,18143
1586,Freestone,Texas,22876,44502,54284,19657,7251
1587,Vermillion,Indiana,22875,42524,50674,16098,6466
1588,Waynesboro City,Virginia,22872,44847,57726,21099,8708
1589,Beaverhead,Montana,22872,41614,54294,9278,4110
1590,Ravalli,Montana,22872,38688,51272,40423,16848
1591,Montgomery,Iowa,22868,44281,53586,10625,4553
1592,Scurry,Texas,22860,47513,56620,17014,5846
1593,Bell,Texas,22857,50060,58115,316144,104049
1594,Muscogee,Georgia,22856,41339,50999,194949,72243
1595,Callahan,Texas,22855,44902,57957,13535,5201
1596,Waldo,Maine,22853,42221,52614,38819,16448
1597,LaPorte,Indiana,22852,47538,58674,111310,42690
1598,Collingsworth,Texas,22847,41576,48250,3061,1174
1599,Wasco,Oregon,22844,43765,53598,25281,9612
1600,Burnett,Wisconsin,22843,39564,47404,15449,7354
1601,Mercer,Pennsylvania,22831,44301,55943,116059,46187
1602,DeKalb,Indiana,22827,47247,56561,42253,16032
1603,Walton,Georgia,22824,52369,60249,84397,29520
1604,Harper,Kansas,22820,38313,48333,5951,2595
1605,Martin,Indiana,22817,44740,55776,10269,4146
1606,Brooke,West Virginia,22815,42493,55605,23932,9968
1607,Daggett,Utah,22811,46917,67898,830,305
1608,Sandusky,Ohio,22799,46140,56634,60619,23906
1609,Logan,Nebraska,22799,44417,52813,787,345
1610,Teton,Montana,22799,43327,54196,6063,2303
1611,Kittitas,Washington,22796,42982,63929,41291,16538
1612,Van Wert,Ohio,22790,45355,57364,28685,11442
1613,Ellsworth,Kansas,22789,45865,58566,6454,2528
1614,Presque Isle,Michigan,22788,39652,46601,13234,6253
1615,Caldwell,Louisiana,22782,39385,47327,10083,3935
1616,Clark,Ohio,22780,43136,54149,137763,54963
1617,Richland,Wisconsin,22778,45271,55208,17911,7343
1618,Maury,Tennessee,22766,45336,55558,81821,32144
1619,Grant,New Mexico,22755,37899,45616,29471,12216
1620,Crawford,Iowa,22748,46548,57067,17205,6300
1621,Cameron,Pennsylvania,22747,41410,52800,5000,2144
1622,Henderson,Kentucky,22746,41940,54654,46303,18787
1623,Pasquotank,North Carolina,22745,46053,55554,40419,14399
1624,Sweet Grass,Montana,22743,45938,58462,3640,1304
1625,Cass,Michigan,22743,44346,55053,52212,19663
1626,Defiance,Ohio,22739,47593,55802,38911,15203
1627,Yadkin,North Carolina,22726,40371,50372,38217,14926
1628,Alcona,Michigan,22719,37189,45424,10785,4863
1629,Paulding,Ohio,22714,44861,58225,19441,7730
1630,Petroleum,Montana,22714,41705,56042,538,233
1631,Doniphan,Kansas,22713,46512,57530,7905,3161
1632,Shiawassee,Michigan,22713,46217,53971,69910,27485
1633,Fisher,Texas,22709,42125,55000,3924,1518
1634,Accomack,Virginia,22703,39328,48708,33289,14333
1635,Manistee,Michigan,22702,41551,49708,24626,10571
1636,Camden,Georgia,22701,51990,60101,50799,18386
1637,Wyoming County,New York,22700,51100,62490,41923,15624
1638,Wapello,Iowa,22699,41425,51694,35469,14534
1639,Norton City,Virginia,22699,39416,56290,3998,1706
1640,Henry,Iowa,22687,46376,58504,20188,7493
1641,Hancock,Kentucky,22686,51189,54461,8608,3361
1642,Dale,Alabama,22685,44889,56132,50102,19345
1643,Union,Oregon,22684,42542,51973,25741,10235
1644,Vernon,Wisconsin,22680,45488,57070,30002,11790
1645,Montgomery,Indiana,22679,46797,53218,38215,14590
1646,Harrison,Mississippi,22677,43124,51941,190756,72253
1647,Harper,Oklahoma,22675,46117,51087,3710,1492
1648,Roberts,South Dakota,22670,47191,57684,10210,3646
1649,Cambria,Pennsylvania,22659,41730,54630,142448,58208
1650,Gaston,North Carolina,22658,42017,51851,207263,79450
1651,Bonneville,Idaho,22657,50872,58034,105580,36066
1652,Mills,Texas,22651,44213,51540,4891,1817
1653,Lee,Iowa,22649,42469,55274,35736,14241
1654,Kershaw,South Carolina,22638,43765,52593,61918,24084
1655,Tuscaloosa,Alabama,22637,45408,58922,196824,67882
1656,Osage,Missouri,22629,51408,61660,13842,5168
1657,Mackinac,Michigan,22622,38704,47542,11099,5000
1658,Hancock,Mississippi,22621,44522,53192,44597,18145
1659,Tioga,Pennsylvania,22621,44187,52998,42267,17058
1660,Washington County,Kansas,22621,42515,55034,5763,2487
1661,Jefferson,Illinois,22620,42981,55188,38769,15288
1662,Jackson,Michigan,22613,46615,57263,160126,60100
1663,Latimer,Oklahoma,22603,40970,49894,11034,4160
1664,Huntington,Indiana,22601,46148,57067,37044,14138
1665,Surry,Virginia,22600,47292,59331,6922,2602
1666,Nobles,Minnesota,22598,48208,55102,21490,7964
1667,McPherson,South Dakota,22596,37240,44650,2432,1045
1668,San Joaquin,California,22589,53380,59900,693177,215563
1669,Vermilion,Louisiana,22589,44665,54061,58394,21765
1670,Logan,Colorado,22581,40415,50000,22607,8015
1671,Amherst,Virginia,22580,44945,56802,32244,12680
,,Idaho,22568,46767,55905,1583364,579797
1672,Jackson,Indiana,22568,46501,56297,42769,16713
1673,Trumbull,Ohio,22568,42880,53975,208792,86246
1674,Potter,Pennsylvania,22564,41547,50755,17487,7077
1675,Sheridan,Nebraska,22551,38548,44859,5390,2380
1676,Davidson,North Carolina,22549,43083,54218,162975,64580
1677,Crawford,Wisconsin,22549,42235,57472,16578,6772
1678,Morrill,Nebraska,22543,43886,50365,4958,2037
1679,Jackson,West Virginia,22527,40376,53355,29229,11459
1680,Wayne,Illinois,22526,43605,54060,16674,7063
1681,Cumberland,New Jersey,22524,50750,60388,157342,50676
1682,Oldham,Texas,22519,48929,62500,2064,748
1683,Darke,Ohio,22511,43425,53929,52666,20776
1684,Beauregard,Louisiana,22509,46385,59364,35891,12948
1685,Mobile,Alabama,22501,43028,52234,413188,155178
1686,Dunn,Wisconsin,22499,48893,62033,43871,16222
1687,Yuma,Colorado,22498,44308,53502,10093,3811
1688,Alfalfa,Oklahoma,22488,44811,57604,5674,2031
1689,Lea,New Mexico,22484,50694,60006,65681,21126
1690,Upshur,Texas,22483,46600,58447,39640,14286
1691,Kiowa,Colorado,22482,40813,55938,1423,559
1692,La Salle,Louisiana,22481,42528,55587,14843,5619
1693,Northumberland,Pennsylvania,22478,41208,52280,94444,39348
1694,Delta,Michigan,22471,42676,53489,36967,15885
1695,Douglas,Washington,22467,51908,55665,38807,13976
1696,Tillamook,Oregon,22452,43676,51235,25300,10236
1697,Nuckolls,Nebraska,22448,37594,52127,4462,2119
1698,Teton,Idaho,22436,53931,62389,10141,3583
1699,Florence,Wisconsin,22434,47960,52846,4477,1767
1700,Southampton,Virginia,22433,46150,58038,18444,6708
1701,Florence,South Carolina,22432,41910,51660,137393,51332
1702,McKean,Pennsylvania,22426,41834,51472,43294,17450
1703,Medina,Texas,22413,55326,61952,46512,15284
1704,Waller,Texas,22412,50097,59684,43836,13601
1705,Johnston,North Carolina,22410,49711,58463,172321,60759
1706,Franklin,Tennessee,22398,42904,48711,40985,16067
1707,Lenawee,Michigan,22395,47766,59156,99505,37754
1708,Labette,Kansas,22394,40916,49907,21369,8703
1709,Henry,Missouri,22394,39839,50344,22183,9551
1710,Todd,Minnesota,22383,45000,53847,24697,9904
1711,Wyandot,Ohio,22382,44448,57009,22582,9284
1712,Marshall,Kentucky,22381,43907,54460,31296,11963
1713,Pontotoc,Oklahoma,22381,41881,52738,37700,14793
1714,Montgomery,Tennessee,22380,49617,57117,177640,64026
1715,Genesee,Michigan,22380,42089,53072,421575,165669
1716,Belmont,Ohio,22380,41534,52232,69990,28329
1717,Morton,Kansas,22378,46607,51250,3182,1186
1718,Hardin,Illinois,22366,37071,46932,4273,1800
1719,Comanche,Oklahoma,22363,46036,54389,124591,44251
1720,Warren,Mississippi,22362,41025,54240,48389,18404
1721,Page,Virginia,22355,42906,49682,23975,9623
1722,Osage,Oklahoma,22353,44195,55339,47800,18512
1723,Saginaw,Michigan,22349,42331,54004,198841,77412
1724,Hunt,Texas,22341,44858,55101,86455,30756
1725,Newton,Missouri,22341,42268,50565,58552,22045
1726,Wahkiakum,Washington,22334,41815,48156,4006,1715
1727,Menominee,Michigan,22331,41739,49566,23917,10787
1728,Creek,Oklahoma,22327,43026,52398,70246,26296
1729,Jefferson,Ohio,22324,40577,51183,68928,28326
1730,Latah,Idaho,22322,41735,60899,37636,14941
1731,Bedford City,Virginia,22322,35593,44058,6052,2800
1732,Fulton,Illinois,22318,45130,56215,36829,14610
1733,Baca,Colorado,22318,38829,48080,3761,1651
1734,Morgan,West Virginia,22312,36046,51724,17502,7343
1735,Wayne,Michigan,22308,41184,52423,1804507,670987
1736,Greene,Illinois,22307,43502,53680,13778,5790
1737,Orleans,Vermont,22303,41953,52235,27184,11043
1738,Granville,North Carolina,22295,49852,54842,58188,19953
1739,Allen,Ohio,22295,42823,54846,105895,40552
1740,Siskiyou,California,22293,37709,47183,44503,19417
1741,Kearny,Kansas,22292,52264,60735,3956,1301
1742,Crane,Texas,22291,50417,60625,4484,1571
1743,Kanabec,Minnesota,22291,47068,54060,16151,6277
1744,Greenwood,Kansas,22280,38346,53288,6582,2855
1745,Clay,Illinois,22279,40640,52000,13744,5486
1746,Philadelphia,Pennsylvania,22279,37192,46375,1536704,580017
1747,Ward,Texas,22278,42568,52953,10836,3938
1748,Marion,Kansas,22269,45830,57375,12491,4861
1749,Rabun,Georgia,22260,35423,50864,16271,6997
1750,Union,Pennsylvania,22259,48528,55763,44932,15062
1751,Bedford,Pennsylvania,22259,43290,53401,49490,20198
1752,Huron,Ohio,22257,49404,56337,59390,22361
1753,Cass,Illinois,22257,45734,53871,13530,5134
1754,Pondera,Montana,22256,41277,52698,6166,2302
1755,Orleans,New York,22255,48502,58031,42663,15725
1756,Tooele,Utah,22252,61412,66201,59120,18281
1757,Boyle,Kentucky,22249,41473,49654,28701,11100
1758,Harding,South Dakota,22247,44353,56354,1330,527
1759,Pike,Indiana,22245,40680,50069,12780,5149
1760,Keokuk,Iowa,22243,42167,54323,10428,4354
1761,Sevier,Tennessee,22242,43649,50704,91295,36815
1762,Coos,Oregon,22239,37940,47830,62753,26072
1763,Henry,Tennessee,22239,36950,48836,32293,13473
1764,Greene,Indiana,22235,43980,54728,33001,12894
1765,Rosebud,Montana,22229,48789,60188,9310,3268
1766,Klickitat,Washington,22229,41694,48375,20537,8019
1767,Sabine,Louisiana,22229,35159,46816,24286,9175
1768,Morrow,Ohio,22228,51484,58660,34932,12940
1769,Haskell,Texas,22223,36857,48886,5885,2425
1770,Lewis,Washington,22212,42860,53627,75419,29527
1771,Davis,Iowa,22210,45040,51772,8755,3115
1772,Kay,Oklahoma,22207,41012,50266,46122,18357
1773,La Paz,Arizona,22200,35776,42729,20408,10221
1774,St. Lawrence,New York,22198,43647,53346,112097,41839
1775,Adams,Wisconsin,22196,44897,51949,20741,8278
1776,Somerset,Pennsylvania,22192,43597,54418,77341,29791
1777,Pike,Georgia,22191,53865,61309,17807,6140
1778,Humphreys,Tennessee,22183,42846,54492,18392,7396
1779,Las Animas,Colorado,22180,42261,53089,15136,5992
,,Arkansas,22170,40768,50759,2933369,1129723
1780,Lawrence,Indiana,22169,42627,52567,46053,18592
1781,Chautauqua,New York,22168,42429,52854,134156,54863
1782,St. Martin,Louisiana,22164,42186,54589,52559,18756
1783,Boone,Arkansas,22160,38506,47585,37099,15086
1784,Clearwater,Minnesota,22157,43269,52661,8725,3586
1785,Union,Georgia,22156,40009,47736,21399,9141
1786,McCormick,South Carolina,22150,40028,48283,10091,4069
1787,Glenn,California,22148,43023,51705,28054,9628
1788,Anderson,Kansas,22139,41713,54962,8021,3308
1789,Hopkins,Kentucky,22132,40891,51596,46810,18495
1790,Wayne,Iowa,22127,40024,52447,6382,2589
1791,Rapides,Louisiana,22126,40930,51092,132034,47606
1792,Lyon,Kentucky,22123,40112,55125,8394,3294
1793,Huron,Michigan,22120,40204,50996,32751,13907
1794,East Feliciana,Louisiana,22099,47225,54664,20111,6991
1795,Chenango,New York,22097,43941,54395,50121,19829
1796,Knox,Illinois,22093,40667,52496,52545,21481
1797,Garfield,Nebraska,22092,41892,49904,1947,864
1798,Franklin,Maine,22083,41626,50251,30660,12098
1799,Anderson,South Carolina,22081,41579,53856,188480,73296
1800,Clay,North Carolina,22081,38828,46528,10599,4431
1801,Seneca,Ohio,22075,43764,54219,56376,21651
1802,Marengo,Alabama,22072,35079,48116,20669,8464
1803,Trimble,Kentucky,22070,49718,57174,8818,3512
1804,Furnas,Nebraska,22068,39603,51458,4920,2215
1805,Texas County,Oklahoma,22064,49901,57713,21157,7180
1806,Lincoln,Missouri,22063,52835,59074,53051,18714
1807,Venango,Pennsylvania,22060,41977,51925,54590,22547
1808,Ripley,Indiana,22059,47537,59022,28636,10761
1809,White,Georgia,22059,40670,51282,27400,11788
1810,Lake,Oregon,22056,33611,47537,7862,3566
1811,Deer Lodge,Montana,22052,38958,49714,9285,3855
1812,Cattaraugus,New York,22049,42603,52637,79735,32246
1813,Massac,Illinois,22047,43615,55256,15282,6053
1814,Perry,Arkansas,22047,42455,50840,10381,3903
1815,Iosco,Michigan,22047,36236,45265,25662,11172
1816,Decatur,Indiana,22046,48047,54432,25939,9792
1817,Greenup,Kentucky,22035,44060,53746,36822,14465
1818,Cherokee,Alabama,22030,34907,45998,26034,11656
1819,Clinton,Ohio,22026,46048,54413,42013,15969
1820,Maries,Missouri,22026,42566,55331,9102,3749
1821,Edwards,Texas,22015,43839,54440,2070,838
1822,Marion,Oregon,22001,46885,54920,318441,113285
1823,Henderson,Texas,21995,40900,48789,78636,29732
1824,Marion,Florida,21992,39453,46538,333503,134002
1825,Meade,Kansas,21990,51000,54093,4486,1714
1826,Garfield,Utah,21989,45357,50429,5123,1890
1827,Stevens,Washington,21986,41742,52410,43513,17684
1828,Hockley,Texas,21984,50565,61002,23115,7973
1829,Randolph,Illinois,21976,47427,60224,33218,11889
1830,Coles,Illinois,21970,37040,53465,53732,21046
1831,Tuscarawas,Ohio,21966,43739,52496,92528,36149
1832,Pittsburg,Oklahoma,21966,41252,50907,45417,18456
1833,Buchanan,Missouri,21961,44363,57326,89419,33331
1834,Hamilton,Illinois,21960,38417,56202,8413,3512
1835,Alpena,Michigan,21948,38016,48308,29399,12899
1836,Noble,Oklahoma,21947,44842,55018,11529,4565
1837,Rains,Texas,21946,44478,55233,10989,4232
1838,Pickett,Tennessee,21942,35184,42159,5095,2388
1839,Ashland,Ohio,21940,46548,55342,53234,20207
1840,Pueblo,Colorado,21940,41777,52705,160048,62439
1841,Sherman,Texas,21936,48185,58977,3048,949
1842,Marshall,Indiana,21933,45709,57613,47057,17581
1843,Richland,Ohio,21932,41835,53602,123387,48458
1844,Brule,South Dakota,21928,45284,57078,5286,2094
1845,Henry,Alabama,21924,41650,54725,17308,7001
1846,Henry,Kentucky,21923,46016,53557,15425,6008
1847,Van Zandt,Texas,21920,43439,51707,52515,19064
1848,Ouachita,Louisiana,21917,38955,50992,154641,57551
1849,Atchison,Kansas,21909,45212,56271,16839,6216
1850,Marion,Missouri,21909,42046,52844,28804,11203
1851,Donley,Texas,21904,42411,57961,3620,1280
1852,Lake of the Woods,Minnesota,21903,44069,49816,3998,1665
1853,Clarion,Pennsylvania,21902,42389,54945,39720,15776
1854,Noble,Indiana,21889,47117,57363,47509,17722
1855,Spartanburg,South Carolina,21889,42919,52662,286789,107350
1856,Lincoln,Oklahoma,21888,42668,53457,34238,13256
1857,Marion,Illinois,21887,41010,52408,39070,15893
1858,Clinton,Pennsylvania,21875,42184,55818,39501,15067
1859,Murray,Oklahoma,21870,44151,53246,13571,5121
1860,Douglas,Oregon,21870,40524,48420,107286,43846
1861,Watauga,North Carolina,21854,34293,60066,51557,20909
1862,Bear Lake,Idaho,21853,44964,49145,5957,2442
1863,Wirt,West Virginia,21852,34702,43795,5796,2427
1864,Kit Carson,Colorado,21850,44157,57538,8189,3046
1865,Jackson,Wisconsin,21849,44149,51692,20506,8112
1866,Brown,Nebraska,21843,33647,44605,3167,1544
1867,Nye,Nevada,21838,39876,45798,43368,18046
1868,Raleigh,West Virginia,21837,40758,49936,78993,31364
1869,Warren,Illinois,21832,43536,53887,17762,6972
1870,Gasconade,Missouri,21830,41392,52579,15083,6168
1871,Camas,Idaho,21830,41154,46587,1267,464
1872,Grays Harbor,Washington,21828,42405,52948,72092,27396
1873,Greene,Pennsylvania,21819,44388,55745,38362,14417
1874,Piscataquis,Maine,21818,36646,45917,17343,7769
1875,Floyd,Virginia,21816,44618,50969,15371,6086
1876,Lincoln,Tennessee,21811,41571,51120,33411,13438
1877,Madison,Kentucky,21800,42312,54652,83976,31484
1878,Lee,Mississippi,21799,42074,54292,83964,31898
1879,Wakulla,Florida,21797,52691,59910,30824,10455
1880,White,Arkansas,21793,42487,51449,77767,29632
1881,Josephine,Oregon,21791,37733,46913,82783,34390
1882,Carroll,Ohio,21783,43779,52336,28689,11107
1883,Chase,Kansas,21775,36815,56346,2763,1149
1884,Woodson,Kansas,21774,33839,47159,3278,1517
1885,Galax City,Virginia,21769,30325,47297,6977,3018
1886,Lyon,Nevada,21757,46137,52918,51648,19278
40%,,,21750,,,,
1887,Butte,South Dakota,21744,41332,58006,10197,4015
1888,Assumption,Louisiana,21743,46116,55603,23268,8571
1889,Crawford,Pennsylvania,21741,42504,53099,88173,34831
1890,Gray,Texas,21738,43504,54327,22777,8388
1891,Chouteau,Montana,21737,40070,50111,5827,2228
1892,Stone,Missouri,21733,40850,49527,31817,13320
1893,Van Buren,Michigan,21732,45129,54472,75897,28374
1894,West Feliciana,Louisiana,21720,61616,75613,15522,4007
1895,Box Elder,Utah,21720,57292,62898,50160,16207
1896,Brazos,Texas,21720,38310,58863,197642,70239
1897,Greenbrier,West Virginia,21720,37895,48487,35588,15409
1898,Union,Illinois,21719,41848,48879,17722,6852
1899,Lincoln,Montana,21719,33333,44111,19581,8872
1900,Stanton,Kansas,21712,46382,50948,2210,775
1901,Robertson,Texas,21709,40601,48008,16574,5851
1902,Grant,Wisconsin,21705,46963,58869,51080,19420
1903,Stewart,Tennessee,21701,39781,51250,13313,5292
1904,Cass,Indiana,21700,41940,50753,38802,14827
1905,Catoosa,Georgia,21690,47087,55768,64606,23941
1906,Dade,Georgia,21690,43205,50830,16580,6325
1907,Erath,Texas,21670,39586,52201,38744,14383
1908,Stanislaus,California,21663,49297,55432,518321,166883
1909,McLennan,Texas,21660,41922,53085,237316,84862
1910,Floyd,Texas,21655,42279,54696,6371,2457
1911,Wetzel,West Virginia,21653,37969,49622,16435,6903
1912,Bradley,Tennessee,21649,41083,50351,100070,37603
1913,Pulaski,Indiana,21641,44764,53822,13253,5058
1914,Rusk,Texas,21640,45752,55414,53508,17772
1915,Lynn,Texas,21639,44375,49308,5841,2179
1916,Beaufort,North Carolina,21636,40429,49574,47575,19266
1917,Finney,Kansas,21629,47945,56111,36920,12515
1918,Juniata,Pennsylvania,21628,46163,54701,24737,9248
1919,Boone,West Virginia,21627,42156,54315,24517,9559
1920,Beltrami,Minnesota,21622,43231,53549,45021,16781
1921,Lake and Peninsula,Alaska,21616,51786,53828,1454,508
1922,Hopkins,Texas,21606,43657,52124,35295,13303
1923,DeKalb,Tennessee,21606,37482,44208,18875,7037
1924,Appanoose,Iowa,21599,39208,51142,12808,5534
1925,Howard,Missouri,21598,42747,54167,10184,3825
1926,Avery,North Carolina,21598,36969,46847,17756,7122
1927,Saline,Illinois,21596,37800,47023,24950,10174
1928,Jefferson,Oregon,21593,43373,46040,21461,7882
1929,Randolph,Indiana,21592,40904,47682,25975,10429
1930,Newberry,South Carolina,21591,41718,53963,37514,14254
1931,Ontonagon,Michigan,21585,34620,44986,6584,3269
1932,Pittsylvania,Virginia,21583,42143,52071,63077,26092
1933,Colusa,California,21579,52158,56830,21366,6853
1934,Franklin,New York,21575,45667,54399,51676,19238
1935,Columbiana,Ohio,21575,42300,53267,107078,42095
1936,Gaines,Texas,21572,52910,56868,18019,5437
1937,Colbert,Alabama,21572,39077,50924,54456,22260
1938,Aroostook,Maine,21566,37855,50779,71230,30597
1939,Wayne,North Carolina,21557,41731,51391,123382,47330
1940,Adams,Idaho,21555,35434,42978,3937,1707
1941,Clinton,Indiana,21554,48953,57960,33086,11745
1942,Johnson,Missouri,21547,47223,58641,53517,20092
1943,Dickson,Tennessee,21547,44318,51398,49926,18647
1944,DeSoto,Louisiana,21547,39162,51734,26813,10270
1945,Cumberland,Virginia,21540,40557,49351,9943,4049
1946,Lake,California,21537,36548,48323,64260,26505
1947,Sedgwick,Colorado,21536,40221,53500,2376,943
1948,Essex,Virginia,21532,44885,53946,11180,4286
1949,Burleson,Texas,21529,45651,56139,17201,6258
1950,Madison,Indiana,21527,43120,54074,131027,50637
1951,Jefferson,Indiana,21524,43795,52922,32449,12668
1952,Fayette,Illinois,21523,44722,52735,22088,8124
1953,Lake,Montana,21521,38019,50222,28905,11829
1954,Putnam,Indiana,21520,50821,59037,37799,12414
